Rel.Compact,Surf.Area,Wall.Area,Roof.Area,Ovr.Height,Orient,Glaz.Area,Glaz.Area.Dist,Cooling.Load
2.040447000161881,-1.784711829428652,-0.5615855139457251,-1.4691192444567178,0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,21.33
2.040447000161881,-1.784711829428652,-0.5615855139457251,-1.4691192444567178,0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,21.33
2.040447000161881,-1.784711829428652,-0.5615855139457251,-1.4691192444567178,0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,21.33
2.040447000161881,-1.784711829428652,-0.5615855139457251,-1.4691192444567178,0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,21.33
1.2841423205651998,-1.2284380124638774,0,-1.1978972300954775,0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,28.28
1.2841423205651998,-1.2284380124638774,0,-1.1978972300954775,0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,25.38
1.2841423205651998,-1.2284380124638774,0,-1.1978972300954775,0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,25.16
1.2841423205651998,-1.2284380124638774,0,-1.1978972300954775,0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,29.6
0.9059899807668584,-0.9503011039814901,-0.5615855139457251,-0.655453201372997,0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,27.3
0.9059899807668584,-0.9503011039814901,-0.5615855139457251,-0.655453201372997,0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,21.97
0.9059899807668584,-0.9503011039814901,-0.5615855139457251,-0.655453201372997,0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,23.49
0.9059899807668584,-0.9503011039814901,-0.5615855139457251,-0.655453201372997,0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,27.87
0.5278376409685172,-0.672164195499103,0,-0.655453201372997,0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,23.77
0.5278376409685172,-0.672164195499103,0,-0.655453201372997,0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,21.46
0.5278376409685172,-0.672164195499103,0,-0.655453201372997,0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,21.16
0.5278376409685172,-0.672164195499103,0,-0.655453201372997,0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,24.93
0.24422338611976224,-0.3940272870167157,0.5615855139457251,-0.655453201372997,0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,37.73
0.24422338611976224,-0.3940272870167157,0.5615855139457251,-0.655453201372997,0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,31.27
